Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (mcg)",Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B6 (mg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Caffeine (mg),Theobromine (mg),Price per Weight (£/100Gram),GHG(kgco3eq/100g)
43.0,0.0,0.46,10.23,10.22,0.0,0.0,6.0,0.06,3.0,19.0,10.23,89.22,0.0,0.0,-0.41600000000000004,0.0,39.0,0.01,0.002,0.2,0.04,0.10300000000000001,9.827,2.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.4,0.5752
380.0,2.2,5.7,88.5,56.2,5.0,0.5,14.0,1.5,183.0,59.0,83.5,2.9,40.0,460.0,5.079,213.0,142.0,1.7,0.195,29.1,1.39,1.57,18.5,1.85,370.0,351.0,19.0,556.0,0.0,0.0,0.0,92.0,400.0,500.0,0.0,0.0,0.0,0.0,0.0,0.407079646,0.0988
325.0,2.22,15.91,68.63,2.31,23.8,0.26899999999999996,37.0,4.97,717.0,160.0,44.83,10.75,147.0,899.0,6.441,499.0,2.0,5.04,0.56,18.0,0.316,0.251,4.27,0.44299999999999995,33.0,0.0,33.0,0.0,7.0,0.0,0.0,210.0,284.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0988
0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,98.36,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.063131313,0.5752
96.0,1.5,3.41,20.98,4.54,2.4,0.19699999999999998,3.0,0.45,218.0,26.0,18.58,73.41,18.0,586.0,-0.8029999999999999,77.0,253.0,0.62,0.049,0.2,0.09300000000000001,0.057,1.683,0.139,23.0,0.0,23.0,0.0,66.0,23.0,0.0,906.0,374.0,603.0,0.0,0.0,0.0,0.0,0.0,0.289855072,0.0988
464.0,19.14,5.21,71.0,40.67,2.9,5.649,21.0,12.14,234.0,47.0,68.1,3.11,281.0,3275.0,-0.45299999999999996,93.0,388.0,0.74,0.33399999999999996,5.2,0.19699999999999998,0.23800000000000002,2.603,0.023,61.0,58.0,3.0,0.0,0.0,0.0,0.0,4.0,9278.0,3561.0,0.0,0.0,0.0,5.0,184.0,0.649350649,0.1441
25.0,0.1,1.28,5.8,3.2,2.5,0.034,40.0,0.47,170.0,12.0,3.3,92.18,0.0,17.0,-2.833,26.0,18.0,0.18,0.019,0.3,0.061,0.04,0.23399999999999999,0.124,43.0,0.0,43.0,0.0,42.0,33.0,0.0,30.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08256880700000001,0.0455
146.0,4.99,2.34,23.96,0.21,2.0,1.249,13.0,0.62,380.0,21.0,21.96,67.11,16.0,254.0,-4.596,81.0,349.0,0.34,0.077,0.5,0.106,0.037000000000000005,2.14,0.196,31.0,0.0,31.0,0.0,2.0,0.0,0.0,13.0,3102.0,270.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037000000000000005
30.0,0.77,2.38,3.51,2.61,0.3,0.005,123.0,0.43,117.0,15.0,3.21,92.69,49.0,378.0,-0.077,87.0,48.0,0.23,0.086,2.3,0.037000000000000005,0.201,0.222,0.016,9.0,0.0,9.0,61.0,1.0,0.0,0.0,0.0,202.0,426.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0914
41.0,0.0,0.0,10.6,10.6,0.0,0.0,5.0,0.05,1.0,1.0,10.6,89.3,0.0,0.0,-0.11199999999999999,0.0,13.0,0.07,0.006999999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671641789999999,0.1109
35.0,0.66,0.77,6.56,5.87,0.2,0.066,79.0,0.2,62.0,19.0,6.36,91.74,19.0,213.0,-1.94,14.0,31.0,0.23,0.057,0.6,0.011000000000000001,0.12,0.975,0.009000000000000001,3.0,0.0,3.0,30.0,1.0,0.0,0.0,0.0,252.0,282.0,0.0,0.0,0.0,0.0,0.0,0.484848485,1.6477
388.0,5.52,8.42,80.57,25.65,9.6,0.97,65.0,2.58,431.0,100.0,70.97,3.4,137.0,1301.0,3.2489999999999997,316.0,234.0,1.59,0.265,17.3,0.368,0.201,2.371,0.248,29.0,0.0,29.0,0.0,8.0,5.0,0.0,224.0,2548.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0988
17.0,0.3,1.23,3.29,1.19,2.1,0.039,33.0,0.97,247.0,14.0,1.19,94.61,113.0,47.0,-4.296,30.0,8.0,0.23,0.048,0.4,0.07200000000000001,0.067,0.313,0.07400000000000001,136.0,0.0,136.0,0.0,5226.0,0.0,0.0,2312.0,12.0,160.0,0.0,0.0,0.0,0.0,0.0,0.185528757,0.0455
57.0,0.14,0.36,15.23,9.75,3.1,0.022000000000000002,9.0,0.18,116.0,7.0,12.13,83.96,1.0,93.0,-2.128,12.0,1.0,0.1,0.08199999999999999,0.1,0.012,0.026000000000000002,0.161,0.028999999999999998,7.0,0.0,7.0,0.0,14.0,1.0,0.0,44.0,84.0,94.0,0.0,0.0,0.0,0.0,0.0,0.10789473699999999,0.075
137.0,2.06,4.51,25.01,0.4,1.2,0.41700000000000004,12.0,1.46,38.0,21.0,23.81,67.33,28.0,519.0,3.512,76.0,236.0,0.65,0.098,23.8,0.287,0.135,2.065,0.046,83.0,77.0,7.0,6.0,1.0,0.0,0.0,38.0,578.0,549.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0988
135.0,4.66,23.3,0.0,0.0,0.0,1.824,14.0,1.73,288.0,12.0,0.0,71.68,17.0,284.0,12.613,210.0,47.0,3.64,0.045,22.0,0.06,0.22,6.435,0.563,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2055.0,317.0,2.0,8.0,0.0,0.0,0.0,1.6299559469999998,5.957000000000001
121.0,2.94,23.59,0.0,0.0,0.0,1.12,13.0,2.34,313.0,12.0,0.0,72.96,16.0,181.0,12.61,220.0,54.0,3.7,0.048,22.2,0.064,0.23600000000000002,6.462000000000001,0.635,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1292.0,223.0,2.0,9.0,1.0,0.0,0.0,1.392156863,5.957000000000001
40.0,0.02,0.05,10.14,8.98,0.0,0.0,2.0,0.11,1.0,1.0,10.14,89.78,0.0,0.0,-0.049,0.0,9.0,0.04,0.001,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0.5752
182.0,9.26,24.36,0.27,0.0,0.0,2.8310000000000004,8.0,1.35,256.0,22.0,0.27,64.27,24.0,2468.0,13.03,194.0,458.0,3.06,0.1,28.1,0.049,0.304,6.535,0.433,8.0,0.0,8.0,13.0,0.0,0.0,0.0,1.0,3434.0,2795.0,7.0,10.0,6.0,0.0,0.0,0.268,0.6092
63.0,1.55,5.25,7.04,7.04,0.0,1.0,183.0,0.08,234.0,17.0,7.04,85.07,13.0,31.0,0.13699999999999998,144.0,70.0,0.89,0.013000000000000001,3.3,0.044000000000000004,0.214,0.114,0.049,11.0,0.0,11.0,14.0,2.0,0.0,0.0,0.0,426.0,44.0,0.0,0.0,0.0,0.0,0.0,0.606060606,0.2781
177.0,8.59,4.86,20.12,0.27,4.0,1.141,49.0,1.56,173.0,29.0,16.12,64.87,74.0,2035.0,1.401,110.0,242.0,1.09,0.22399999999999998,2.4,0.08900000000000001,0.052000000000000005,0.39899999999999997,0.39899999999999997,59.0,0.0,59.0,0.0,2.0,0.0,0.0,1.0,4865.0,2109.0,0.0,0.0,0.0,0.0,0.0,0.483333333,0.161
296.0,15.01,12.92,27.19,2.62,1.5,6.984,217.0,1.97,233.0,22.0,25.69,41.92,10.0,1598.0,6.895,240.0,709.0,1.58,0.08199999999999999,17.3,0.318,0.326,3.8819999999999997,0.14300000000000002,82.0,45.0,37.0,99.0,79.0,1.0,844.0,41.0,4527.0,1831.0,3.0,7.0,0.0,0.0,0.0,0.546875,0.1441
186.0,7.61,29.39,0.0,0.0,0.0,2.588,6.0,3.56,383.0,27.0,0.0,62.22,16.0,235.0,14.485999999999999,242.0,87.0,11.04,0.14,36.2,0.092,0.444,4.718,0.47600000000000003,7.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3209.0,255.0,0.0,15.0,1.0,0.0,0.0,2.452,5.957000000000001
593.0,51.47,26.06,17.69,10.94,5.7,7.972,45.0,17.5,744.0,370.0,11.99,1.48,81.0,14567.0,-1.5530000000000002,316.0,366.0,15.1,1.77,7.5,0.125,0.11199999999999999,13.64,2.52,313.0,221.0,92.0,1172.0,0.0,0.0,0.0,0.0,24366.0,14648.0,0.0,0.0,0.0,0.0,0.0,0.892857143,0.2497
203.0,8.13,30.46,0.0,0.0,0.0,2.26,16.0,1.16,210.0,21.0,0.0,62.78,130.0,1290.0,15.876,166.0,92.0,2.14,0.054000000000000006,24.7,0.047,0.129,7.312,0.59,4.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,2610.0,1780.0,20.0,40.0,70.0,0.0,0.0,0.571428571,0.6092
196.0,10.65,25.07,0.1,0.1,0.0,2.728,17.0,0.74,270.0,23.0,0.1,63.3,71.0,1286.0,14.493,236.0,343.0,1.47,0.06,22.9,0.068,0.182,7.564,0.25,10.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,4449.0,1388.0,0.0,0.0,0.0,0.0,0.0,0.20588235300000002,0.6092
404.0,39.34,11.49,0.0,0.0,0.0,13.22,11.0,2.4,209.0,15.0,0.0,48.5,390.0,4690.0,5.8260000000000005,139.0,63.0,1.36,0.23600000000000002,12.4,0.19699999999999998,0.21,3.9339999999999997,0.19,13.0,0.0,13.0,50.0,0.0,0.0,0.0,0.0,18690.0,5080.0,0.0,0.0,0.0,0.0,0.0,0.688,0.6092
54.0,0.0,0.13,13.16,12.11,0.1,0.0,3.0,0.25,122.0,5.0,13.06,86.39,0.0,0.0,-2.4219999999999997,7.0,61.0,0.04,0.013000000000000001,0.1,0.095,0.013999999999999999,0.036000000000000004,0.032,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.075
255.0,18.16,20.28,8.09,0.0,2.8,2.926,63.0,3.72,231.0,36.0,5.29,50.4,1070.0,8209.0,11.622,225.0,888.0,1.46,0.25,7.4,2.343,0.402,11.195,0.828,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,4498.0,9279.0,0.0,0.0,0.0,0.0,0.0,0.654761905,0.2871
265.0,4.28,9.0,68.92,4.09,42.5,1.551,1597.0,36.8,1260.0,270.0,26.42,9.93,621.0,748.0,-44.562,148.0,25.0,2.69,0.633,4.5,0.177,0.528,4.64,1.044,237.0,0.0,237.0,0.0,1007.0,20.0,0.0,1895.0,716.0,1369.0,0.0,0.0,0.0,0.0,0.0,5.0,0.09699999999999999
224.0,12.73,23.64,3.64,0.0,3.6,1.534,35.0,3.27,54.0,17.0,0.04,58.84,560.0,4462.0,21.936999999999998,335.0,709.0,0.7,0.6890000000000001,7.4,0.062,0.247,1.454,0.7,76.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,2355.0,5022.0,0.0,0.0,0.0,0.0,0.0,0.583333333,0.2871
266.0,4.7,8.7,51.1,8.46,7.5,0.836,106.0,2.42,272.0,85.0,43.6,33.1,121.0,2038.0,3.198,224.0,521.0,2.01,0.239,49.4,0.248,0.152,3.677,0.195,30.0,0.0,30.0,0.0,0.0,0.0,0.0,115.0,1199.0,2161.0,0.0,0.0,0.0,0.0,0.0,0.154761905,0.1441
46.0,0.28,0.7,11.42,9.92,1.4,0.017,6.0,0.17,157.0,7.0,10.02,87.23,0.0,44.0,-2.64,16.0,0.0,0.1,0.057,0.0,0.027999999999999997,0.026000000000000002,0.41700000000000004,0.028999999999999998,5.0,0.0,5.0,0.0,190.0,0.0,0.0,73.0,134.0,44.0,0.0,0.0,0.0,0.0,0.0,0.375,0.075
12.0,0.3,0.5,2.41,1.07,1.0,0.079,57.0,0.26,117.0,7.0,1.41,94.34,70.0,52.0,-2.557,16.0,809.0,0.1,0.027999999999999997,0.0,0.045,0.057,0.109,0.035,8.0,0.0,8.0,0.0,53.0,13.0,0.0,28.0,5.0,122.0,0.0,0.0,0.0,0.0,0.0,0.187777778,0.0455
364.0,3.89,23.12,61.63,3.14,22.2,0.408,46.0,4.73,852.0,63.0,39.43,8.69,163.0,858.0,3.455,334.0,5.0,3.49,0.809,10.7,0.7190000000000001,0.244,3.608,0.14,15.0,0.0,15.0,0.0,89.0,0.0,0.0,0.0,615.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0896
266.0,18.77,24.34,0.04,0.04,0.0,4.814,29.0,0.97,296.0,24.0,0.04,55.34,148.0,2503.0,14.219000000000001,258.0,610.0,1.71,0.059000000000000004,40.2,0.07200000000000001,0.13,6.912000000000001,0.166,8.0,0.0,8.0,26.0,0.0,0.0,0.0,0.0,8109.0,2690.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.6092
211.0,10.5,27.69,0.0,0.0,0.0,3.2739999999999996,8.0,0.51,459.0,31.0,0.0,59.12,2.0,1401.0,13.175999999999998,276.0,514.0,1.92,0.068,47.7,0.565,0.249,8.2,0.5579999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5068.0,1578.0,0.0,2.0,0.0,0.0,0.0,0.5277777779999999,0.7282
150.0,10.18,7.54,7.27,0.27,0.0,6.42,206.0,0.13,219.0,20.0,7.27,73.69,53.0,422.0,1.568,154.0,110.0,0.53,0.018000000000000002,5.9,0.013000000000000001,0.298,0.13699999999999998,0.09699999999999999,4.0,0.0,4.0,117.0,33.0,0.0,0.0,0.0,2659.0,445.0,4.0,6.0,1.0,0.0,0.0,0.48,2.124
30.0,0.15,0.61,7.55,6.2,0.4,0.016,7.0,0.24,112.0,10.0,7.15,91.45,0.0,50.0,-2.011,11.0,1.0,0.1,0.042,0.4,0.033,0.021,0.17800000000000002,0.045,3.0,0.0,3.0,0.0,303.0,0.0,4532.0,8.0,37.0,50.0,0.0,0.0,0.0,0.0,0.0,0.07475,0.075
282.0,23.41,16.56,0.0,0.0,0.0,10.19,16.0,1.55,222.0,21.0,0.0,59.47,420.0,1360.0,8.479,157.0,59.0,3.41,0.10099999999999999,18.8,0.11,0.21,5.96,0.13,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9600.0,1850.0,0.0,0.0,0.0,0.0,0.0,1.24,2.4415
364.0,0.98,10.33,76.31,0.27,2.7,0.155,15.0,4.64,107.0,22.0,73.61,11.92,22.0,391.0,6.026,108.0,2.0,0.7,0.14400000000000002,33.9,0.785,0.494,5.904,0.044000000000000004,183.0,154.0,29.0,0.0,0.0,0.0,0.0,18.0,87.0,413.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0988
353.0,28.74,21.4,2.34,0.5,0.0,18.669,528.0,0.31,256.0,23.0,2.34,42.41,264.0,536.0,11.935,387.0,1146.0,2.66,0.04,14.5,0.028999999999999998,0.382,1.016,0.166,36.0,0.0,36.0,192.0,74.0,0.0,0.0,0.0,7778.0,800.0,0.0,0.0,0.0,0.0,0.0,1.1,2.124
49.0,0.25,2.59,9.26,2.41,3.0,0.051,27.0,1.05,291.0,16.0,6.26,87.01,32.0,87.0,-4.0889999999999995,42.0,214.0,0.41,0.073,0.3,0.046,0.048,0.5770000000000001,0.079,24.0,0.0,24.0,0.0,5670.0,2636.0,0.0,493.0,16.0,119.0,0.0,0.0,0.0,0.0,0.0,0.133333333,0.0455
54.0,0.29,0.15,13.13,12.65,0.1,0.077,11.0,0.1,214.0,7.0,13.03,85.95,0.0,50.0,-4.362,11.0,9.0,0.09,0.021,0.3,0.015,0.015,0.233,0.04,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1214
223.0,2.0,8.7,44.8,1.56,4.6,0.287,178.0,2.87,186.0,37.0,40.2,42.3,48.0,785.0,1.01,107.0,353.0,1.07,0.14800000000000002,29.2,0.431,0.292,3.3560000000000003,0.087,64.0,25.0,39.0,0.0,2.0,0.0,0.0,92.0,280.0,834.0,0.0,0.0,0.0,0.0,0.0,0.208333333,0.1441
44.0,0.18,1.68,9.96,7.96,2.0,0.027999999999999997,16.0,0.79,305.0,23.0,7.96,87.06,5.0,58.0,-5.019,38.0,77.0,0.35,0.07400000000000001,0.7,0.027000000000000003,0.04,0.331,0.067,80.0,0.0,80.0,0.0,21.0,0.0,0.0,0.0,35.0,64.0,0.0,0.0,0.0,0.0,0.0,0.263333333,0.0365
271.0,7.04,12.66,60.56,4.09,40.3,0.529,1990.0,82.71,1522.0,346.0,20.26,7.64,3230.0,1175.0,-49.559,306.0,77.0,3.6,1.133,4.5,0.289,0.316,4.12,1.19,274.0,0.0,274.0,0.0,4806.0,0.0,0.0,1895.0,940.0,4405.0,0.0,0.0,0.0,0.0,0.0,5.384615385,0.09699999999999999
340.0,36.08,2.84,2.74,2.92,0.0,23.031999999999996,66.0,0.1,95.0,7.0,2.74,57.81,29.0,1294.0,0.491,58.0,27.0,0.24,0.011000000000000001,3.0,0.02,0.188,0.064,0.035,4.0,0.0,4.0,405.0,72.0,0.0,0.0,0.0,9101.0,1570.0,9.0,20.0,0.0,0.0,0.0,0.330033003,4.2773
41.0,0.24,0.93,9.58,4.74,2.8,0.032,33.0,0.3,320.0,12.0,6.78,88.29,2.0,100.0,-5.746,35.0,69.0,0.24,0.045,0.1,0.066,0.057999999999999996,0.983,0.138,19.0,0.0,19.0,0.0,8285.0,3477.0,1.0,256.0,12.0,102.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0365
271.0,17.46,26.61,0.0,0.0,0.0,6.416,14.0,1.0,349.0,22.0,0.0,54.58,50.0,1507.0,14.571,261.0,382.0,2.94,0.099,44.9,0.63,0.31,4.5360000000000005,0.39899999999999997,10.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,7814.0,1666.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7282
239.0,13.6,27.3,0.0,0.0,0.0,3.79,15.0,1.26,223.0,23.0,0.0,59.45,70.0,2570.0,14.606,182.0,82.0,1.94,0.066,23.9,0.063,0.168,8.487,0.4,5.0,0.0,5.0,48.0,0.0,0.0,0.0,0.0,5340.0,2970.0,10.0,20.0,40.0,0.0,0.0,0.5,0.6092
2.0,0.0,0.02,0.44,0.01,0.0,0.0,3.0,0.05,14.0,2.0,0.44,99.41,0.0,0.0,-0.34,1.0,6.0,0.01,0.01,0.0,0.0,0.002,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.9933333329999999,0.09699999999999999
405.0,16.3,4.8,63.9,36.61,2.1,4.235,29.0,2.25,149.0,31.0,61.8,13.6,1.0,2090.0,1.7530000000000001,101.0,286.0,0.72,0.22399999999999998,6.3,0.255,0.21,1.7209999999999999,0.035,47.0,35.0,12.0,20.0,0.0,0.0,0.0,6.0,8965.0,2259.0,0.0,0.0,1.0,2.0,78.0,1.0,0.1441
74.0,0.3,0.75,19.18,16.26,2.9,0.06,35.0,0.37,232.0,17.0,16.28,79.11,0.0,144.0,-4.912,14.0,1.0,0.15,0.07,0.2,0.06,0.05,0.4,0.113,6.0,0.0,6.0,0.0,85.0,0.0,0.0,9.0,66.0,144.0,0.0,0.0,0.0,0.0,0.0,0.681818182,0.075
35.0,0.28,1.89,7.88,3.63,3.2,0.064,44.0,0.65,146.0,18.0,4.68,89.22,89.0,56.0,-2.127,29.0,1.0,0.25,0.057,0.2,0.07400000000000001,0.09699999999999999,0.614,0.055999999999999994,33.0,0.0,33.0,0.0,380.0,0.0,0.0,641.0,11.0,145.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0455
57.0,0.3,9.05,5.59,0.5,0.7,0.035,30.0,1.35,352.0,69.0,4.89,75.14,15.0,123.0,0.945,166.0,3598.0,0.79,0.049,0.5,0.04,0.24,1.14,0.16,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,42.0,138.0,0.0,0.0,0.0,0.0,0.0,0.933333333,0.161
51.0,0.0,0.1,24.1,0.0,0.2,0.0,7364.0,11.27,5.0,39.0,23.9,4.0,0.0,0.0,270.152,9918.0,7893.0,0.02,0.013000000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294120000001,0.1441
49.0,0.0,0.0,12.99,12.99,0.0,0.0,2.0,0.02,3.0,3.0,12.99,86.73,0.0,0.0,-0.168,0.0,12.0,0.0,0.005,0.2,0.025,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.099,0.5752
152.0,7.81,19.07,0.0,0.0,0.0,3.35,11.0,0.78,329.0,24.0,0.0,71.85,60.0,390.0,9.361,209.0,76.0,2.55,0.11,8.5,0.08,0.3,8.44,0.49,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3040.0,510.0,0.0,0.0,0.0,0.0,0.0,2.580769231,5.957000000000001
272.0,2.42,10.75,51.88,4.62,2.2,0.529,52.0,3.91,117.0,32.0,49.68,33.0,63.0,791.0,5.166,105.0,602.0,1.04,0.152,28.6,0.71,0.42700000000000005,4.817,0.107,123.0,67.0,56.0,0.0,0.0,0.0,0.0,45.0,362.0,855.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1441
525.0,36.31,5.84,49.29,2.99,20.8,25.94,184.0,3.04,350.0,183.0,28.49,6.23,0.0,350.0,-3.847,213.0,16.0,2.15,1.0270000000000001,1.6,0.34600000000000003,0.057,1.2990000000000002,0.16,76.0,0.0,76.0,0.0,28.0,0.0,0.0,0.0,3220.0,350.0,0.0,0.0,0.0,0.0,0.0,1.634615385,0.09699999999999999
108.0,0.2,1.79,24.01,0.03,1.0,0.023,4.0,0.14,4.0,3.0,23.01,73.82,4.0,19.0,1.402,20.0,19.0,0.25,0.038,4.5,0.018000000000000002,0.004,0.07200000000000001,0.006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.41666666700000005,0.0988
215.0,5.83,6.22,39.09,14.94,2.4,2.9989999999999997,90.0,2.4,361.0,72.0,36.69,47.05,2.0,628.0,-1.676,161.0,215.0,0.78,0.162,18.1,0.308,0.222,1.54,0.14400000000000002,47.0,33.0,14.0,51.0,9.0,0.0,0.0,45.0,1580.0,706.0,0.0,0.0,2.0,0.0,0.0,0.4,0.1441
105.0,9.54,0.88,6.06,0.0,3.0,1.263,90.0,3.31,8.0,4.0,3.06,81.3,57.0,756.0,-0.902,3.0,735.0,0.22,0.244,0.9,0.003,0.0,0.032,0.01,0.0,0.0,0.0,0.0,227.0,0.0,0.0,510.0,7043.0,814.0,0.0,0.0,0.0,0.0,0.0,0.22727272699999998,0.075
381.0,2.05,6.75,85.05,9.87,0.4,0.45799999999999996,5.0,30.42,125.0,27.0,84.65,5.06,16.0,590.0,4.52,125.0,527.0,1.39,0.18600000000000003,19.6,1.77,1.29,17.967,2.35,610.0,606.0,4.0,1136.0,0.0,0.0,0.0,0.0,593.0,626.0,13.0,3.0,0.0,0.0,0.0,0.568627451,0.0988
60.0,0.98,1.48,11.42,9.23,0.0,0.0,52.0,0.09,136.0,9.0,11.42,85.68,0.0,0.0,-0.8740000000000001,59.0,31.0,0.15,0.002,0.0,0.053,0.16,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.484848485,1.6477
0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,98.87,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445,0.5752
410.0,25.6,33.2,11.0,9.0,1.8,10.85,20.0,5.42,597.0,51.0,9.2,23.36,185.0,810.0,17.129,407.0,1785.0,8.11,0.22699999999999998,10.7,0.154,0.142,1.732,0.179,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,11305.0,1011.0,0.0,0.0,0.0,0.0,0.0,4.271428571,5.957000000000001
10.0,0.16,0.59,2.16,1.38,0.7,0.078,14.0,0.22,136.0,12.0,1.46,96.73,10.0,10.0,-2.301,21.0,2.0,0.17,0.071,0.1,0.031,0.025,0.037000000000000005,0.051,14.0,0.0,14.0,0.0,31.0,8.0,0.0,16.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.13699999999999998,0.0455
15.0,0.0,0.0,3.75,3.75,0.0,0.0,8.0,0.15,0.0,0.0,3.75,96.23,0.0,0.0,-0.10400000000000001,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0455
201.0,13.1,13.45,6.55,0.0,0.0,4.0,10.0,9.19,95.0,13.0,6.55,65.64,100.0,2160.0,10.589,175.0,386.0,2.14,0.18,46.1,0.052000000000000005,1.401,7.517,0.26,321.0,0.0,321.0,217.0,0.0,0.0,0.0,0.0,5280.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6092
250.0,1.53,10.2,48.89,6.12,4.1,0.0,20.0,2.76,165.0,51.0,44.79,37.55,76.0,859.0,5.169,142.0,439.0,1.1,0.175,28.7,0.40299999999999997,0.209,3.37,0.147,76.0,46.0,31.0,0.0,2.0,0.0,0.0,88.0,290.0,936.0,0.0,0.0,0.0,0.0,0.0,0.355555556,0.1441
78.0,0.2,7.55,11.35,11.35,0.0,0.121,290.0,0.29,332.0,27.0,11.35,79.4,2.0,4.0,-0.5710000000000001,195.0,115.0,0.9,0.016,2.5,0.045,0.309,0.174,0.055,9.0,0.0,9.0,118.0,0.0,0.0,0.0,0.0,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.158536585,0.2781
121.0,4.12,19.66,0.0,0.0,0.0,1.097,7.0,0.81,242.0,23.0,0.0,76.22,48.0,807.0,10.675999999999998,185.0,95.0,1.58,0.062,22.9,0.08800000000000001,0.196,5.557,0.451,4.0,0.0,4.0,7.0,0.0,0.0,0.0,110.0,1497.0,940.0,2.0,8.0,7.0,0.0,0.0,0.47,0.6092
