Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (mcg)",Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B6 (mg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Caffeine (mg),Theobromine (mg),Price per Weight (£/100Gram),GHG(kgco3eq/100g)
18.0,0.42,2.95,1.92,0.32,1.6,0.096,18.0,0.56,172.0,10.0,0.32,94.1,10.0,175.0,-0.868,49.0,3.0,0.41,0.105,3.9,0.065,0.10300000000000001,1.038,0.02,135.0,0.0,135.0,0.0,483.0,0.0,24.0,618.0,13.0,185.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0455
299.0,9.2,7.85,46.13,2.93,9.7,3.3110000000000004,36.0,2.2,196.0,56.0,36.43,35.43,29.0,734.0,3.616,158.0,298.0,1.54,0.22899999999999998,26.6,0.45,0.18,4.61,0.28,45.0,0.0,45.0,0.0,0.0,0.0,0.0,11.0,2091.0,761.0,0.0,0.0,0.0,0.0,0.0,0.46944444399999996,0.1441
149.0,0.5,6.36,33.06,1.0,2.1,0.08900000000000001,181.0,1.7,401.0,25.0,30.96,58.58,20.0,229.0,-2.694,153.0,17.0,1.16,0.299,14.2,0.2,0.11,0.7,1.235,3.0,0.0,3.0,0.0,5.0,0.0,0.0,16.0,11.0,249.0,0.0,0.0,0.0,0.0,0.0,0.75,0.09699999999999999
884.0,100.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,10400.0,52900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22800.0,63300.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3828
224.0,13.98,7.69,17.02,1.7,2.2,3.611,29.0,1.68,110.0,14.0,14.82,60.21,3.0,3411.0,4.957,115.0,347.0,0.48,0.19399999999999998,8.2,0.158,0.171,1.5390000000000001,0.179,45.0,19.0,26.0,58.0,900.0,345.0,0.0,305.0,4917.0,3737.0,1.0,2.0,0.0,0.0,0.0,0.48611111100000004,0.2871
20.0,0.12,2.2,3.88,1.88,2.1,0.04,24.0,2.14,202.0,14.0,1.78,93.22,10.0,40.0,-1.94,52.0,2.0,0.54,0.18899999999999997,2.3,0.14300000000000002,0.141,0.978,0.091,52.0,0.0,52.0,0.0,449.0,9.0,0.0,710.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0455
97.0,3.85,10.69,4.61,2.38,0.2,2.311,53.0,0.16,90.0,7.0,4.41,79.64,37.0,88.0,6.647,113.0,344.0,0.33,0.04,7.7,0.033,0.142,0.15,0.068,11.0,0.0,11.0,37.0,14.0,0.0,0.0,0.0,1036.0,124.0,0.0,0.0,0.0,0.0,0.0,0.333333333,2.124
19.0,0.27,1.39,3.78,0.71,3.1,0.053,62.0,0.9,327.0,20.0,0.68,93.47,48.0,78.0,-6.256,35.0,25.0,0.48,0.147,0.3,0.071,0.081,0.40399999999999997,0.066,129.0,0.0,129.0,0.0,3319.0,0.0,0.0,4204.0,7.0,126.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0455
45.0,0.1,1.0,11.69,2.2,2.0,0.021,48.0,0.7,352.0,34.0,9.69,86.41,26.0,16.0,-7.234,33.0,4.0,0.15,0.07200000000000001,0.5,0.1,0.02,1.2,0.154,27.0,0.0,27.0,0.0,4226.0,834.0,0.0,0.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0455
0.0,0.0,0.1,0.0,0.0,0.0,0.0,4.0,0.04,2.0,1.0,0.0,99.8,0.0,0.0,-0.07200000000000001,0.0,6.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5752
72.0,0.29,10.34,6.66,1.85,0.0,0.16899999999999998,86.0,0.15,137.0,11.0,6.66,81.01,0.0,3.0,7.7989999999999995,190.0,372.0,0.47,0.03,9.4,0.023,0.226,0.14400000000000002,0.016,9.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,79.0,3.0,0.0,0.0,0.0,0.0,0.0,0.333333333,2.124
195.0,6.9,31.0,0.0,0.0,0.0,2.327,11.0,0.73,428.0,26.0,0.0,62.16,51.0,1075.0,16.543,303.0,58.0,2.09,0.085,47.4,0.6759999999999999,0.271,7.982,0.5379999999999999,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2785.0,1217.0,0.0,11.0,0.0,0.0,0.0,0.5277777779999999,0.7282
182.0,10.63,20.27,0.0,0.0,0.0,3.5260000000000002,12.0,0.62,356.0,20.0,0.0,68.64,92.0,1974.0,9.731,216.0,73.0,1.7,0.079,19.7,0.498,0.309,5.622999999999999,0.506,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4445.0,2156.0,0.0,7.0,3.0,0.0,0.0,0.4,0.7282
284.0,26.79,10.71,0.11,0.02,0.1,10.714,24.0,1.6,240.0,17.0,0.01,60.08,8.0,1329.0,4.864,147.0,679.0,3.95,0.069,18.4,0.41700000000000004,0.40299999999999997,5.6739999999999995,0.28800000000000003,16.0,0.0,16.0,6.0,0.0,0.0,0.0,5.0,4378.0,1484.0,2.0,3.0,2.0,0.0,0.0,0.374449339,0.7282
595.0,53.76,17.0,21.19,0.49,9.3,7.529,426.0,8.95,414.0,95.0,11.89,3.05,407.0,23133.0,18.642,732.0,115.0,4.62,1.61,34.4,1.22,0.473,5.45,0.149,98.0,0.0,98.0,0.0,40.0,0.0,0.0,0.0,20302.0,23564.0,0.0,0.0,0.0,0.0,0.0,1.4375,0.0278
29.0,0.57,3.63,4.21,0.65,2.9,0.040999999999999995,129.0,1.89,346.0,75.0,1.31,90.17,82.0,0.0,-7.358,49.0,74.0,0.56,0.14400000000000002,6.0,0.094,0.22399999999999998,0.507,0.172,145.0,0.0,145.0,0.0,7035.0,0.0,0.0,12651.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0455
324.0,5.81,10.58,69.86,41.06,28.7,0.813,45.0,6.04,1870.0,88.0,41.16,7.15,23.0,3056.0,-31.289,159.0,91.0,1.02,0.228,3.5,0.081,1.205,8.669,0.81,51.0,0.0,51.0,0.0,14844.0,994.0,0.0,5494.0,468.0,3079.0,0.0,0.0,0.0,0.0,0.0,0.736842105,0.0455
534.0,42.16,18.29,28.88,1.55,27.3,3.6630000000000003,255.0,5.73,813.0,392.0,1.58,6.96,22813.0,5910.0,1.9369999999999998,642.0,30.0,4.34,1.22,25.4,1.6440000000000001,0.161,3.08,0.473,87.0,0.0,87.0,0.0,0.0,0.0,0.0,651.0,7527.0,28730.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0278
139.0,5.74,21.94,0.0,0.0,0.0,1.956,13.0,2.5,289.0,12.0,0.0,72.44,25.0,363.0,12.123,215.0,44.0,3.26,0.063,20.4,0.053,0.318,4.755,0.615,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2122.0,420.0,3.0,9.0,1.0,0.0,0.0,1.6299559469999998,5.957000000000001
61.0,0.0,0.0,15.72,13.06,0.0,0.0,52.0,0.07,12.0,1.0,15.72,84.2,0.0,0.0,-0.956,0.0,16.0,0.12,0.013000000000000001,0.1,0.001,0.004,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112121212,0.1214
297.0,26.34,12.2,2.0,0.0,0.0,6.08,7.0,1.0,283.0,15.0,2.0,56.65,180.0,1400.0,4.331,130.0,848.0,2.47,0.08,14.1,0.38,0.213,3.11,0.2,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8000.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.41666666700000005,0.7282
214.0,15.95,16.37,0.17,0.0,0.0,4.3660000000000005,9.0,0.69,203.0,19.0,0.17,67.3,28.0,3023.0,8.856,155.0,84.0,1.47,0.054000000000000006,18.0,0.073,0.141,4.7330000000000005,0.318,4.0,0.0,4.0,28.0,0.0,0.0,0.0,91.0,6619.0,3352.0,4.0,12.0,10.0,0.0,0.0,0.2,0.6092
405.0,37.57,15.5,0.03,0.0,0.0,15.097999999999999,15.0,1.53,234.0,13.0,0.03,43.75,66.0,773.0,8.966000000000001,185.0,822.0,2.92,0.066,0.0,0.027999999999999997,0.11699999999999999,3.21,0.192,5.0,0.0,5.0,23.0,11.0,11.0,15.0,0.0,16387.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.374449339,5.957000000000001
248.0,5.24,4.31,45.78,3.53,4.3,0.977,138.0,2.63,75.0,12.0,41.48,42.99,18.0,499.0,0.307,51.0,447.0,0.48,0.075,0.4,0.375,0.505,2.775,0.073,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2009.0,516.0,3.0,0.0,0.0,0.0,0.0,0.46728972,0.1441
112.0,0.16,3.79,23.22,0.1,1.4,0.028999999999999998,8.0,0.38,58.0,8.0,21.82,72.57,3.0,60.0,1.133,22.0,5.0,0.26,0.040999999999999995,27.5,0.063,0.027000000000000003,0.983,0.051,15.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,22.0,64.0,0.0,0.0,0.0,0.0,0.0,0.409090909,0.0988
12.0,0.16,1.56,1.78,0.83,1.0,0.021,93.0,1.04,371.0,11.0,0.78,95.55,41.0,31.0,-7.489,29.0,34.0,0.17,0.019,0.4,0.032,0.063,0.428,0.166,41.0,0.0,41.0,0.0,2549.0,1.0,0.0,38.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0455
21.0,1.46,0.83,1.25,0.0,0.4,0.0,188.0,0.45,96.0,10.0,0.85,95.78,0.0,243.0,-3.697,17.0,75.0,0.07,0.028999999999999998,0.2,0.06,0.047,0.075,0.015,1.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,729.0,243.0,0.0,0.0,0.0,0.0,5.0,0.15,0.0278
120.0,1.92,4.4,21.3,0.87,2.8,0.231,17.0,1.49,172.0,64.0,18.5,71.61,15.0,974.0,2.247,152.0,7.0,1.09,0.192,2.8,0.107,0.11,0.41200000000000003,0.12300000000000001,42.0,0.0,42.0,0.0,3.0,0.0,0.0,53.0,528.0,1078.0,0.0,0.0,15.0,0.0,0.0,0.4,0.0988
391.0,17.91,2.99,56.2,41.79,0.3,2.9360000000000004,62.0,1.07,53.0,6.0,55.9,22.1,9.0,5902.0,4.6739999999999995,143.0,269.0,0.25,0.034,5.5,0.1,0.07,0.5,0.043,27.0,18.0,9.0,32.0,0.0,0.0,0.0,104.0,7563.0,6378.0,1.0,2.0,6.0,0.0,0.0,0.696202532,0.1441
95.0,4.28,1.34,12.91,0.56,2.3,1.219,5.0,1.2,218.0,13.0,10.61,80.56,169.0,1181.0,-3.3510000000000004,27.0,167.0,0.27,0.054000000000000006,0.9,0.067,0.01,0.8740000000000001,0.21600000000000003,6.0,0.0,6.0,17.0,9.0,0.0,0.0,6.0,1481.0,1352.0,0.0,0.0,0.0,0.0,0.0,0.114638448,0.037000000000000005
44.0,0.11,0.81,8.6,6.06,1.2,0.019,30.0,0.48,148.0,11.0,7.4,87.61,24.0,22.0,-2.702,19.0,16.0,0.13,0.023,0.6,0.034,0.037000000000000005,0.249,0.115,10.0,0.0,10.0,0.0,342.0,0.0,10.0,168.0,13.0,47.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.0437
35.0,0.66,0.77,6.53,5.84,0.1,0.066,79.0,0.2,62.0,19.0,6.43,91.78,19.0,213.0,-1.94,14.0,31.0,0.23,0.057,0.6,0.011000000000000001,0.12,0.998,0.009000000000000001,3.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,251.0,281.0,0.0,0.0,0.0,36.0,0.0,0.484848485,1.6477
259.0,2.73,9.49,48.11,4.69,2.1,0.544,105.0,3.45,124.0,26.0,46.01,37.54,135.0,1177.0,3.5,95.0,618.0,0.79,0.121,17.2,0.5820000000000001,0.321,4.538,0.10400000000000001,102.0,18.0,102.0,0.0,0.0,0.0,0.0,48.0,493.0,1312.0,2.0,0.0,0.0,0.0,0.0,0.5,0.1441
63.0,1.55,5.25,7.04,7.04,0.0,1.0,183.0,0.08,234.0,17.0,7.04,85.07,13.0,31.0,0.13699999999999998,144.0,70.0,0.89,0.013000000000000001,3.3,0.044000000000000004,0.214,0.114,0.049,11.0,0.0,11.0,14.0,2.0,0.0,0.0,0.0,426.0,44.0,0.0,0.0,0.0,0.0,0.0,0.18,0.2781
361.0,1.66,11.98,72.53,0.31,2.4,0.244,15.0,0.9,100.0,25.0,70.13,13.36,43.0,685.0,6.497000000000001,97.0,2.0,0.85,0.182,39.7,0.08,0.06,1.0,0.037000000000000005,33.0,0.0,33.0,0.0,1.0,0.0,0.0,79.0,140.0,727.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.1441
189.0,11.82,19.34,0.0,0.0,0.0,2.37,22.0,0.85,318.0,21.0,0.0,68.22,40.0,924.0,9.07,193.0,63.0,2.78,0.078,32.3,0.375,0.253,3.082,0.539,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2762.0,966.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7282
193.0,7.58,29.17,0.0,0.0,0.0,3.298,9.0,3.23,459.0,28.0,0.0,62.58,9.0,201.0,13.485999999999999,263.0,85.0,7.06,0.106,21.6,0.042,0.191,7.29,0.428,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3014.0,362.0,0.0,0.0,0.0,0.0,0.0,0.47466666700000004,5.957000000000001
57.0,0.33,0.74,14.49,9.96,2.4,0.027999999999999997,6.0,0.28,77.0,6.0,12.09,84.21,58.0,88.0,-1.054,12.0,1.0,0.16,0.057,0.1,0.037000000000000005,0.040999999999999995,0.418,0.052000000000000005,6.0,0.0,6.0,0.0,32.0,0.0,0.0,80.0,47.0,146.0,0.0,0.0,0.0,0.0,0.0,1.333333333,0.1214
117.0,3.08,20.98,0.0,0.0,0.0,1.18,5.0,0.79,367.0,26.0,0.0,74.8,20.0,180.0,9.927999999999999,220.0,63.0,2.3,0.10800000000000001,9.0,0.08,0.27,9.42,0.46,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1120.0,240.0,0.0,0.0,0.0,0.0,0.0,2.875,5.957000000000001
31.0,0.25,1.28,5.94,3.11,0.6,0.147,50.0,0.41,224.0,18.0,5.34,91.92,0.0,6.0,-2.485,74.0,75.0,0.28,0.069,1.4,0.022000000000000002,0.11599999999999999,0.09,0.026000000000000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,81.0,7.0,0.0,0.0,0.0,2.0,54.0,0.6,0.2781
53.0,0.26,0.6,12.53,11.15,0.7,0.053,11.0,0.42,165.0,10.0,11.83,86.25,26.0,47.0,-3.0389999999999997,15.0,6.0,0.06,0.053,0.4,0.07,0.09,0.29,0.075,15.0,0.0,15.0,0.0,247.0,5.0,0.0,183.0,40.0,73.0,0.0,0.0,0.0,0.0,0.0,0.5053333329999999,0.075
160.0,7.27,22.1,0.0,0.0,0.0,2.782,21.0,1.65,263.0,11.0,0.0,69.97,24.0,332.0,11.969000000000001,196.0,35.0,3.86,0.061,22.5,0.051,0.225,5.765,0.634,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3091.0,374.0,2.0,10.0,0.0,0.0,0.0,1.6299559469999998,5.957000000000001
448.0,13.34,8.13,73.92,38.02,18.1,1.45,364.0,0.68,247.0,385.0,55.82,1.99,100.0,1754.0,-1.841,385.0,472.0,17.31,0.769,67.3,1.442,0.654,38.461999999999996,2.3080000000000003,385.0,384.0,1.0,1034.0,1.0,0.0,0.0,0.0,10510.0,1190.0,0.0,0.0,0.0,0.0,0.0,1.6552511419999998,0.1585
428.0,15.4,8.0,63.4,11.65,2.1,3.965,179.0,2.77,163.0,25.0,61.3,9.2,104.0,1907.0,19.141,585.0,1276.0,0.6,0.154,7.5,0.575,0.43700000000000006,4.542,0.076,125.0,91.0,34.0,2.0,0.0,0.0,0.0,2.0,8584.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.825,0.1441
149.0,1.71,5.99,30.07,0.75,3.9,0.243,13.0,1.72,96.0,54.0,26.17,61.8,36.0,538.0,4.019,127.0,4.0,1.34,0.225,36.3,0.156,0.099,3.1260000000000003,0.09300000000000001,21.0,0.0,21.0,0.0,2.0,0.0,0.0,94.0,176.0,574.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0988
205.0,11.24,24.4,0.1,0.04,0.0,2.195,31.0,0.39,463.0,31.0,0.1,63.36,1008.0,1929.0,11.217,277.0,376.0,0.55,0.057,28.9,0.14,0.11,6.811,0.375,12.0,0.0,12.0,87.0,0.0,0.0,0.0,0.0,3960.0,3357.0,265.0,111.0,631.0,0.0,0.0,1.9230769230000002,0.3982
244.0,18.73,18.85,0.0,0.0,0.0,8.251,8.0,1.74,236.0,19.0,0.0,61.77,37.0,881.0,8.537,132.0,50.0,4.78,0.067,23.3,0.09699999999999999,0.239,4.681,0.39799999999999996,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,8830.0,889.0,0.0,12.0,0.0,0.0,0.0,1.718061674,5.957000000000001
567.0,49.24,25.8,16.13,4.72,8.5,6.279,92.0,4.58,705.0,168.0,7.63,6.5,3.0,15555.0,6.064,376.0,18.0,3.27,1.1440000000000001,7.2,0.64,0.135,12.065999999999999,0.348,240.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,24426.0,15558.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.2497
391.0,8.14,4.6,80.16,39.53,2.3,3.5,133.0,2.92,337.0,41.0,77.86,3.9,202.0,2775.0,2.918,286.0,866.0,0.78,0.272,3.3,0.21,0.17,2.417,0.031,54.0,44.0,10.0,1.0,0.0,0.0,0.0,4.0,3688.0,2985.0,0.0,0.0,0.0,6.0,207.0,0.470588235,0.1441
423.0,9.5,3.9,80.9,48.95,0.7,2.39,77.0,1.36,72.0,9.0,80.2,3.5,64.0,1180.0,9.402999999999999,277.0,665.0,0.25,0.055999999999999994,2.7,0.28,0.18,2.425,0.018000000000000002,91.0,63.0,28.0,0.0,0.0,0.0,0.0,1.0,4093.0,1244.0,0.0,0.0,0.0,0.0,0.0,0.34507042299999996,0.1441
385.0,1.9,6.8,87.0,33.0,3.4,0.3,22.0,6.2,102.0,22.0,83.6,3.0,11.0,589.0,2.535,60.0,700.0,0.3,0.1,5.1,1.25,1.5,16.6,1.7,333.0,314.0,19.0,464.0,56.0,37.0,0.0,784.0,1000.0,600.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0988
425.0,24.7,6.54,46.11,24.79,1.3,3.9339999999999997,88.0,1.59,120.0,29.0,44.81,20.98,12.0,9334.0,6.98,222.0,500.0,0.81,0.268,7.4,0.18100000000000002,0.19,1.443,0.10800000000000001,57.0,37.0,21.0,28.0,2.0,0.0,0.0,91.0,8499.0,11128.0,0.0,1.0,11.0,0.0,0.0,0.5625,0.1441
48.0,0.42,3.09,10.12,4.36,3.1,0.077,23.0,0.94,158.0,16.0,7.02,85.8,36.0,164.0,-0.727,49.0,68.0,0.45,0.076,1.1,0.225,0.064,1.1540000000000001,0.087,26.0,0.0,26.0,0.0,4725.0,1868.0,0.0,1538.0,35.0,201.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0455
27.0,0.94,0.92,4.74,2.14,2.6,0.09699999999999999,23.0,1.88,193.0,15.0,2.14,88.89,24.0,490.0,-3.6489999999999996,18.0,1671.0,0.34,0.146,0.4,0.043,0.038,0.40299999999999997,0.19,14.0,0.0,14.0,0.0,968.0,32.0,0.0,657.0,53.0,514.0,0.0,0.0,0.0,0.0,0.0,0.208333333,0.0455
334.0,18.52,4.41,37.43,22.05,0.9,7.055,35.0,0.95,68.0,10.0,36.53,38.64,10.0,3866.0,2.635,71.0,265.0,0.45,0.06,15.5,0.263,0.24100000000000002,1.9080000000000001,0.040999999999999995,66.0,49.0,16.0,22.0,1.0,0.0,0.0,86.0,6070.0,4173.0,0.0,1.0,9.0,0.0,0.0,1.157024793,0.1441
300.0,12.66,4.92,42.51,22.84,0.9,2.16,135.0,1.7,154.0,15.0,41.61,38.09,7.0,4212.0,1.008,108.0,294.0,0.49,0.066,12.6,0.17600000000000002,0.22,1.47,0.07400000000000001,41.0,27.0,14.0,29.0,27.0,0.0,0.0,510.0,5084.0,4827.0,0.0,1.0,6.0,0.0,0.0,0.4,0.1441
110.0,2.62,20.31,1.34,0.9,0.0,0.9,6.0,0.44,683.0,20.0,1.34,72.34,21.0,401.0,3.8169999999999997,240.0,751.0,1.23,0.053,37.1,0.511,0.141,7.227,0.24100000000000002,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1090.0,467.0,1.0,4.0,1.0,0.0,0.0,0.5,0.7282
124.0,3.38,23.35,0.0,0.0,0.0,1.137,13.0,1.47,324.0,12.0,0.0,73.18,22.0,203.0,12.298,221.0,52.0,3.43,0.049,22.8,0.063,0.183,6.81,0.648,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1353.0,248.0,4.0,9.0,2.0,0.0,0.0,1.392156863,5.957000000000001
598.0,52.54,20.96,21.01,4.86,10.9,4.092,268.0,3.73,713.0,279.0,10.11,2.41,6.0,12945.0,1.831,471.0,234.0,3.31,1.099,2.0,0.077,1.197,3.637,0.136,55.0,0.0,55.0,0.0,1.0,0.0,0.0,1.0,33076.0,12955.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0278
47.0,0.0,0.0,11.94,11.29,0.2,0.0,8.0,0.09,31.0,3.0,11.74,87.97,1.0,2.0,-0.726,3.0,38.0,0.01,0.01,0.2,0.005,0.023,0.021,0.011000000000000001,1.0,0.0,1.0,0.0,14.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.112121212,0.075
147.0,2.08,30.13,0.0,0.0,0.0,0.593,9.0,0.71,249.0,32.0,0.0,67.88,33.0,454.0,17.061,230.0,99.0,1.72,0.063,30.2,0.035,0.205,11.75,0.807,9.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,626.0,528.0,4.0,5.0,4.0,0.0,0.0,1.4,0.6092
26.0,0.3,0.99,6.03,4.2,2.1,0.059000000000000004,7.0,0.43,211.0,12.0,3.93,92.21,56.0,100.0,-3.412,26.0,4.0,0.25,0.017,0.1,0.054000000000000006,0.085,0.9790000000000001,0.29100000000000004,46.0,0.0,46.0,0.0,1624.0,20.0,0.0,51.0,7.0,156.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0455
1.0,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.15,99.84,0.0,0.0,-0.256,1.0,3.0,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,0.09699999999999999
95.0,0.13,2.63,21.44,1.08,2.3,0.032,18.0,1.07,550.0,30.0,19.14,74.45,13.0,41.0,-8.712,71.0,14.0,0.35,0.107,0.5,0.067,0.048,1.348,0.354,26.0,0.0,26.0,0.0,6.0,0.0,0.0,19.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.037000000000000005
279.0,3.91,9.77,50.12,7.28,1.8,0.8420000000000001,144.0,3.43,122.0,23.0,48.32,34.34,176.0,1606.0,3.4730000000000003,101.0,494.0,0.73,0.109,27.2,0.5429999999999999,0.297,4.18,0.063,94.0,53.0,41.0,29.0,7.0,0.0,0.0,6.0,748.0,1780.0,0.0,0.0,0.0,0.0,0.0,0.17857142899999998,0.1441
124.0,3.61,21.45,0.0,0.0,0.0,1.34,18.0,1.83,333.0,22.0,0.0,74.26,12.0,125.0,10.072000000000001,200.0,76.0,5.57,0.092,27.1,0.08199999999999999,0.14,4.731,0.536,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1514.0,156.0,0.0,0.0,0.0,0.0,0.0,0.9,5.957000000000001
336.0,28.23,18.91,0.0,0.0,0.0,9.63,11.0,2.69,203.0,16.0,0.0,51.62,289.0,3346.0,10.154,155.0,221.0,1.85,0.226,19.9,0.17300000000000001,0.268,4.805,0.179,6.0,0.0,6.0,63.0,0.0,0.0,0.0,0.0,12846.0,3635.0,0.0,0.0,0.0,0.0,0.0,0.688,0.6092
164.0,4.55,29.13,0.09,0.0,0.0,1.537,6.0,0.51,486.0,32.0,0.09,63.42,1.0,397.0,13.793,289.0,525.0,1.98,0.069,51.0,0.593,0.259,8.607000000000001,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,490.0,0.0,1.0,0.0,0.0,0.0,0.5277777779999999,0.7282
348.0,7.3,3.7,70.9,46.36,4.6,1.123,64.0,2.9,207.0,27.0,66.3,16.5,182.0,2583.0,-1.8030000000000002,62.0,350.0,0.39,0.147,3.3,0.158,0.217,1.874,0.075,35.0,25.0,10.0,9.0,1.0,0.0,0.0,8.0,3003.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1441
239.0,15.86,22.96,0.06,0.0,0.0,5.581,16.0,1.14,382.0,24.0,0.06,58.69,81.0,1797.0,11.009,234.0,491.0,3.99,0.129,34.8,0.469,0.46,4.337,0.41700000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6683.0,2049.0,0.0,0.0,0.0,0.0,0.0,0.875,0.7282
50.0,1.25,0.63,9.38,8.75,0.4,0.0,188.0,0.53,75.0,12.0,8.98,88.43,0.0,208.0,-3.33,19.0,71.0,0.63,0.067,0.2,0.022000000000000002,0.177,0.10300000000000001,0.006,1.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,625.0,208.0,0.0,0.0,0.0,0.0,4.0,0.15,0.0278
350.0,1.32,10.53,74.11,10.53,7.9,0.0,158.0,7.11,368.0,84.0,66.21,10.5,18.0,241.0,22.325,789.0,1632.0,1.64,0.284,19.0,0.395,0.895,7.895,0.114,84.0,59.0,26.0,0.0,3.0,0.0,0.0,108.0,57.0,259.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.1441
370.0,1.75,7.11,79.45,1.61,3.9,0.22,3.0,4.36,142.0,32.0,75.55,11.18,20.0,808.0,3.27,99.0,7.0,0.66,0.076,10.5,0.551,0.382,4.968,0.182,209.0,180.0,30.0,0.0,1.0,0.0,0.0,5.0,390.0,828.0,0.0,0.0,0.0,0.0,0.0,0.123333333,0.0988
221.0,16.7,16.5,0.0,5.0,0.0,6.1,7.0,0.83,319.0,16.0,0.0,65.3,300.0,1810.0,6.577000000000001,155.0,1194.0,1.94,0.06,17.4,0.632,0.204,3.88,0.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8200.0,2110.0,0.0,0.0,0.0,0.0,0.0,0.575,0.7282
